"RT..NO.","BCR","State","RT..NAME","Patch.Density","Largest.Patch.Index","Aggregation.Index","km"
64027,11,"North Dakota","ABERCROMBIE",4.42,10.9,91.28,5
64028,11,"North Dakota","DENBIGH",6.31,15.97,85.64,5
64029,17,"North Dakota","LARK",5.46,15.6,85.44,5
64030,17,"North Dakota","BOWMAN",5.6,18.87,85.59,5
64031,17,"North Dakota","ZAP",6.03,41.37,88.22,5
64032,17,"North Dakota","GORHAM",8.06,27.16,84.39,5
64033,17,"North Dakota","ROOSEVELT PK",22.68,28.99,73.66,5
64034,17,"North Dakota","CEDAR CREEK",3.77,39.21,88.66,5
64035,17,"North Dakota","GOLVA",6.86,21.94,85.04,5
64036,17,"North Dakota","BENTLEY",4.08,18.22,87.62,5
64037,17,"North Dakota","GLEN ULLIN",4.86,11.92,87.05,5
64038,11,"North Dakota","WILD ROSE",6.21,19.87,88.69,5
64039,11,"North Dakota","POWERS LAKE",5.38,13.59,89.06,5
64040,11,"North Dakota","PARSHALL",2.63,40.51,92.39,5
64041,11,"North Dakota","DOUGLAS CRK",3.58,14.32,90.8,5
64042,11,"North Dakota","SHEYENNE LK",6.86,8.64,85.61,5
64043,11,"North Dakota","BRADDOCK",3.82,21.45,88.89,5
64044,11,"North Dakota","TURTLE MTNS",8.74,8.28,84.8,5
64103,11,"North Dakota","MONTPELIER",6.16,8.08,86.81,5
64115,11,"North Dakota","LAKOTA 2",8.9,13.93,83.74,5
64120,17,"North Dakota","SOLEN",2.93,31.34,93.06,5
64129,17,"North Dakota","CARSON",5.41,22.08,85.58,5
66001,22,"Ohio","LOCKPORT",5.18,17.56,90.09,5
66002,22,"Ohio","NAPOLEON",4.13,24.54,91.28,5
66003,22,"Ohio","KUNKLE",7.14,12.91,86.87,5
66005,22,"Ohio","BLOOMVILLE",4.77,15.53,89.64,5
66006,22,"Ohio","KINGSWAY",6.36,9.73,88.78,5
66007,22,"Ohio","GRAYTOWN",6.48,20.85,89.94,5
66008,22,"Ohio","N BALTIMORE",6.01,14.41,89.75,5
66011,13,"Ohio","PITTSFIELD",9.5,7.04,82.74,5
66012,13,"Ohio","PERU",5.88,12.36,88.41,5
66013,22,"Ohio","BISMARK",5.61,17.81,90.23,5
66015,13,"Ohio","WAYLAND",14.4,5.34,79.47,5
66016,13,"Ohio","GARRETTSVILE",16.19,2.57,77.3,5
66017,13,"Ohio","MIDDLEFIELD",12.51,6.81,82.06,5
66018,13,"Ohio","STRONGSVILLE",16.25,4.86,74.29,5
66021,13,"Ohio","LENOX",15.1,8.71,79.59,5
66022,13,"Ohio","HERNER CRNS",15.38,3.28,78.21,5
66024,22,"Ohio","BOTKINS",6.04,11.75,89.25,5
66025,22,"Ohio","KALIDA",6.95,15.51,88,5
66026,22,"Ohio","TROY",6.9,16.51,87.48,5
66027,22,"Ohio","COSMOS",4.38,19.45,90.34,5
66031,22,"Ohio","KINGS CREEK",4.45,16.2,89.49,5
66032,22,"Ohio","NO KENTON",4.47,16.79,90.28,5
66033,22,"Ohio","KENTON",4.9,12.83,90.28,5
66034,22,"Ohio","MARION",7.77,16.43,87.17,5
66035,22,"Ohio","NEW DOVER",5.29,29.35,90.04,5
66039,13,"Ohio","LUCERNE",7.27,5.83,83.63,5
66040,13,"Ohio","LATTASBURG",8.23,8.37,82.55,5
66041,22,"Ohio","WESTERVILLE",12.16,4.06,81.06,5
66042,22,"Ohio","FULTON",5.38,20.61,88.61,5
66043,28,"Ohio","MEADOWBROOK",8.48,24.07,82.3,5
66046,28,"Ohio","BAXTER RIDGE",6.74,9.02,84.42,5
66047,13,"Ohio","MAYSVILLE",8.97,12.31,83.93,5
66048,28,"Ohio","NEWCOMERSTWN",7.59,10.28,83.92,5
66049,28,"Ohio","DRESDEN",5.96,13.39,84.92,5
66050,28,"Ohio","WINTERSET",6.85,10.91,84.83,5
66051,28,"Ohio","ADAMSVILLE",7.36,12.76,83.52,5
66056,28,"Ohio","SMITHFIELD",7.14,19.09,84.51,5
66057,13,"Ohio","NEW SOMERSET",14.4,2.5,79.14,5
66058,22,"Ohio","WEST ELKTON",7.73,5.2,83.72,5
66059,22,"Ohio","DUNLAP",20.46,4.44,71.85,5
66060,22,"Ohio","DARRTOWN",7.01,9.43,85.84,5
66061,22,"Ohio","HARVEYSBURG",9.8,11.66,83.97,5
66064,22,"Ohio","CUBA",7.01,8.05,85.86,5
66065,22,"Ohio","WILMINGTON",6.13,13.64,86.7,5
66066,22,"Ohio","NEWPORT",5.44,34.68,89.62,5
66067,22,"Ohio","XENIA",3.3,21.89,93.03,5
66068,22,"Ohio","TECUMSEH",7.93,4.82,83.96,5
66072,28,"Ohio","RAY",3.68,15.14,90.04,5
66073,28,"Ohio","NEW MARSHFLD",6.04,10.54,85.07,5
66074,28,"Ohio","OMEGA",4.78,6.76,89.04,5
66075,13,"Ohio","HEBRON",9.26,7.68,82.63,5
66076,28,"Ohio","BOLINS MILLS",5.11,18.97,88,5
66080,28,"Ohio","DELL",4.37,20.84,88.74,5
66081,28,"Ohio","COAL RUN",5.64,14.33,84.78,5
66082,28,"Ohio","POMEROY",5.05,18.95,86.83,5
66083,28,"Ohio","CUMBERLAND",8.51,7.97,82.07,5
66085,22,"Ohio","ASH RIDGE",10.84,24.43,82.3,5
66086,24,"Ohio","ROME",9.5,32.18,85.43,5
66087,28,"Ohio","SCIOTO FURN",12.7,13.45,83.62,5
66088,28,"Ohio","GREASY RIDGE",12.93,5.36,80.94,5
66107,22,"Ohio","LIMESTONE",7.7,12.61,88.42,5
66112,22,"Ohio","NORWALK",6.07,20.39,87,5
66113,22,"Ohio","VICKERY",4.66,14.57,90.52,5
66116,13,"Ohio","HIRAM",15.11,1.89,78.75,5
66118,13,"Ohio","VALLEY CITY",13.12,1.39,78.78,5
66126,22,"Ohio","CASSTOWN",4.44,16.94,90.49,5
66141,22,"Ohio","ASHLEY",11.33,4.97,82.01,5
66148,28,"Ohio","STONECREEK",9.34,10.13,81.55,5
66150,28,"Ohio","BIRMINGHAM",6.85,10.94,84.85,5
66151,28,"Ohio","COSHOCTON",7.38,12.66,83.63,5
66157,28,"Ohio","PETERSBURG",10.16,6,80.8,5
66159,22,"Ohio","W CARROLLTON",8.25,13.45,83.73,5
66161,22,"Ohio","HARVEYSBURG 2",9.58,10.61,84.28,5
66165,22,"Ohio","PORT WILLIAM",3.25,13.65,91.85,5
66166,22,"Ohio","LONDON",4.88,32.99,89.97,5
66168,22,"Ohio","ENON",7.35,6.32,85.06,5
66181,28,"Ohio","SOUTH OLIVE",5.51,17.23,84.74,5
66188,28,"Ohio","WILGUS",13.25,2.63,80.59,5
66251,28,"Ohio","KEENE",8.11,11.52,82.43,5
66901,28,"Ohio","WAYNE N.F.",9.22,16.21,87.25,5
66902,28,"Ohio","SHAWNEE S.F.",4.34,37.72,92.21,5
66903,28,"Ohio","ZALESKI S.F.",4.19,32.12,89.07,5
66904,28,"Ohio","TAR HOLLOW",2.21,27.9,92.93,5
66905,28,"Ohio","SCIOTO TRAIL",8.16,23.86,87.81,5
66906,28,"Ohio","TICK RIDGE",5.19,28.63,86.98,5
66907,28,"Ohio","PIKE S.F.",9.7,15.19,85.59,5
66908,28,"Ohio","MOHICAN S.F.",8.01,14.16,83.4,5
66952,28,"Ohio","SHAWNEE S.F. II",3.57,44.06,92.97,5
67001,25,"Oklahoma","BIG CEDAR",13.12,15.19,79.73,5
67002,25,"Oklahoma","BLANCO",14.29,17.68,79.05,5
67003,25,"Oklahoma","MCALESTER",12.67,4.36,79.8,5
67004,21,"Oklahoma","PHILLIPS",7.3,5.3,83.35,5
67005,21,"Oklahoma","MILL CREEK",5.16,7.33,84.44,5
67006,21,"Oklahoma","LOCO",4.95,9.85,86.65,5
67007,21,"Oklahoma","ARDMORE",6.01,6.99,84.37,5
67008,19,"Oklahoma","RANDLETT",3.17,9.05,90.12,5
67009,19,"Oklahoma","COOKIETOWN",3.66,8.4,89.44,5
67010,19,"Oklahoma","REED",7.14,7.3,84.5,5
67011,24,"Oklahoma","BARON",6.35,9.28,84.93,5
67012,25,"Oklahoma","CANADIAN",7.15,15.53,85.25,5
67013,25,"Oklahoma","INDIANOLA",7.06,8.06,84.63,5
67014,21,"Oklahoma","HOLDENVILLE",7.95,17.46,82.83,5
67015,21,"Oklahoma","BEGGS",8.59,9.86,84.1,5
67016,21,"Oklahoma","CHOCTAW",14.07,3.48,78.91,5
67017,21,"Oklahoma","NOBLE",8.86,3.16,82.58,5
67018,19,"Oklahoma","VERDEN",5.97,32.86,85.54,5
67019,19,"Oklahoma","EAGLE CITY",5.97,12.19,86.76,5
67020,19,"Oklahoma","GRIMES",7.36,26.08,83.13,5
67021,19,"Oklahoma","ERICK",10.5,8.62,81.21,5
67022,22,"Oklahoma","PEORIA",7.94,6.12,85.04,5
67023,22,"Oklahoma","WELCH",5.57,18.74,88.96,5
67024,22,"Oklahoma","COLLINSVILLE",7.44,5.67,84.69,5
67025,21,"Oklahoma","BARNSDALL",4.31,12.34,85.27,5
67026,21,"Oklahoma","BARTLESVILLE",4.93,13.46,84.82,5
67027,19,"Oklahoma","DOUGLAS",3,10.91,90.56,5
67028,19,"Oklahoma","WAKITA",4.44,8.3,89.38,5
67029,19,"Oklahoma","CHESTER",5.15,20.87,86.95,5
67030,19,"Oklahoma","TEGARDEN",3.65,47.08,91.91,5
67031,19,"Oklahoma","LOOKOUT",2.66,45.53,93.8,5
67032,19,"Oklahoma","ROSSTON",3.12,35.75,92,5
67033,18,"Oklahoma","HARDESTY",3.52,39.62,90.77,5
67034,18,"Oklahoma","FELT",2.95,27.95,92.37,5
67035,19,"Oklahoma","BEAVER",5.48,62.29,89.28,5
67050,25,"Oklahoma","GOODWATER",12.76,6.92,81.23,5
67051,25,"Oklahoma","BETHEL",15.29,6.89,75.06,5
67052,25,"Oklahoma","SANDBLUFF",7.63,12.62,85.24,5
67053,25,"Oklahoma","MATOY",6.03,10.53,85.15,5
67054,21,"Oklahoma","TATUMS",5.73,14.37,83.82,5
67055,19,"Oklahoma","COOPERTON",6.01,9.23,86.4,5
67056,19,"Oklahoma","HOLLIS",7.34,19.29,82.62,5
67057,25,"Oklahoma","POCOLA",13.68,5.81,80.59,5
67058,22,"Oklahoma","WAINWRIGHT",7.38,4.5,85.58,5
67059,21,"Oklahoma","HEYBURN",6.63,8.57,84.53,5
67060,19,"Oklahoma","CASHION",5.07,5.47,87.29,5
67061,19,"Oklahoma","SICKLES",4.08,16.96,89.22,5
67062,19,"Oklahoma","ARAPAHO",8.24,6.45,83.5,5
67063,24,"Oklahoma","COLCORD",7.66,8.35,85.04,5
67064,22,"Oklahoma","KEETONVILLE",9.41,10.08,82.69,5
67065,22,"Oklahoma","FORAKER",1.83,62.09,90.32,5
67066,19,"Oklahoma","HUNTER",4.59,16.4,88.96,5
67067,19,"Oklahoma","JET",6.95,28.67,87.32,5
67068,19,"Oklahoma","WOODWARD",4.37,23.01,88.87,5
67069,18,"Oklahoma","CLEAR LAKE",5.07,58.38,89.56,5
67070,18,"Oklahoma","HOOKER",5.16,11.1,86.9,5
67071,18,"Oklahoma","KEYES",2.17,22.92,91.31,5
67103,25,"Oklahoma","PUSHMATAHA",16.74,8.06,75.47,5
67106,21,"Oklahoma","DUNCAN",4.96,10.25,86.73,5
67125,21,"Oklahoma","SKIATOOK",5.65,26.71,84.69,5
67129,19,"Oklahoma","PHROSO",5.09,36.08,87.26,5
67161,19,"Oklahoma","COLONY",3.96,20.16,89.46,5
67900,25,"Oklahoma","OUACHITA NF",10.51,25.09,83.42,5
67901,19,"Oklahoma","WICHITA MTNS",5.78,25.53,87.34,5
67902,19,"Oklahoma","ELGIN",4.11,29.86,88.83,5
67903,19,"Oklahoma","FT SILL WEST",8.21,35.28,84.24,5
67904,19,"Oklahoma","FT SILL EAST",6.52,48.75,86.24,5
67905,25,"Oklahoma","MT. HERMAN",17.3,16.25,70.54,5
67906,25,"Oklahoma","HEE MOUNTAIN",17.99,10.08,72.07,5
67907,19,"Oklahoma","WICHITA MTS WEST",6.54,61.16,89.51,5
69001,5,"Oregon","TIMBER",10.84,12.31,81.02,5
69002,5,"Oregon","TUALATIN",21.97,10.89,71.4,5
69003,5,"Oregon","SHELLROCK",3.37,59.22,92.53,5
69004,9,"Oregon","LONE ROCK",1.7,48.89,92.57,5
69005,9,"Oregon","ORDNANCE",6.91,11.27,85.71,5
69006,10,"Oregon","ALBEE",4.59,23.45,88.34,5
69007,10,"Oregon","FLORA",9.16,47.72,84.02,5
69008,9,"Oregon","IMNAHA",7.85,21.4,83.84,5
69009,5,"Oregon","SALADO",16.51,4.27,72.71,5
69010,5,"Oregon","COOL CAMP",3.7,53.17,91.47,5
69011,9,"Oregon","DESCHUTES",4.95,29.32,89.22,5
69012,10,"Oregon","OCHOCO",4.33,58.36,90.21,5
69013,10,"Oregon","LOGDELL",3.48,53.89,91.94,5
69014,10,"Oregon","WICKIUP",4.54,36.48,91.04,5
69015,10,"Oregon","BRIDGEPORT",3.88,70.35,92.15,5
69017,5,"Oregon","HAUSER",19,4.2,74.5,5
69018,5,"Oregon","UMPQUA",15.07,8.44,78.08,5
69019,5,"Oregon","WINBERRY",10.8,31.41,83.06,5
69020,9,"Oregon","DELL SPRING",6.86,25.74,86.78,5
69021,9,"Oregon","FANDANGO CAN",2,43.34,92.84,5
69022,9,"Oregon","WAGONTIRE",0.85,65.28,98.19,5
69023,9,"Oregon","BUCHANAN",2.06,83.27,95.84,5
69024,9,"Oregon","CROWLEY",0.15,99.63,99.68,5
69025,5,"Oregon","WEDDERBURN",10.39,25.7,81.78,5
69026,5,"Oregon","DAYS CREEK",8.77,45.1,84.45,5
69027,5,"Oregon","DERBY",11.47,14.75,78.85,5
69028,9,"Oregon","MODOC POINT",5.95,16.43,87.05,5
69029,9,"Oregon","PAISLEY",6.55,65.78,86.49,5
69030,9,"Oregon","BLITZEN",1.58,81.67,96.07,5
69031,9,"Oregon","ALVORD LAKE",1.84,72.88,95.76,5
69032,9,"Oregon","WILLOW SPG",2.43,91.19,94.31,5
69033,5,"Oregon","ADAIR",10.68,4.14,82.25,5
69034,5,"Oregon","SCIO",11.92,8.66,80.15,5
69035,9,"Oregon","JOSEPH",6.26,32.26,85.63,5
69036,10,"Oregon","EAGLE ROCK",3.84,27.2,90.89,5
69038,10,"Oregon","SPARTA",2.94,71.3,94.13,5
69039,9,"Oregon","BARNES VAL",8.94,54.65,83.73,5
69040,5,"Oregon","DAYTON",10.23,4.28,83.58,5
69041,5,"Oregon","GARFIELD",18.24,5.22,75.2,5
69042,5,"Oregon","SVENSEN",12.49,8.05,77.33,5
69043,9,"Oregon","MT HOOD",10.25,25.91,82.59,5
69044,9,"Oregon","MONTAGUE",3,26.84,90.49,5
69045,9,"Oregon","EIGHTMILE",2.32,55.96,93.62,5
69046,9,"Oregon","PENDLETON",5.49,34.59,87.04,5
69047,9,"Oregon","CAMP SHERMAN",4.1,67.4,89.55,5
69048,10,"Oregon","MOUNT VERNON",5.22,38.13,90.02,5
69049,10,"Oregon","GRANITE",4.06,77.23,92.87,5
69050,5,"Oregon","ELKTON",12.97,14.27,79.56,5
69051,5,"Oregon","CLEARWATER",3.55,54.47,93.36,5
69052,9,"Oregon","ELK LAKE",3.66,53.17,92.74,5
69053,10,"Oregon","CLOVER CREEK",1.57,94.59,97.17,5
69054,10,"Oregon","SILVER CREEK",3.14,43.77,93.6,5
69055,9,"Oregon","PRINCETON",3.9,26.93,88.94,5
69056,9,"Oregon","ADRIAN",3.35,52.4,90.69,5
69057,5,"Oregon","HAZEL CAMP",11.5,34.3,81.86,5
69058,5,"Oregon","SECRET VAL",11.77,49.96,82.39,5
69059,5,"Oregon","EMIGRANT LK",12.57,12.15,78.59,5
69060,9,"Oregon","BLY",9.3,28.48,80.23,5
69061,9,"Oregon","BLIZZARD GAP",2.81,54.12,92.9,5
69062,9,"Oregon","FISH LAKE",2.5,62.17,93.73,5
69063,9,"Oregon","BATTLE MTN",1.7,84.06,95.99,5
69064,9,"Oregon","LOOKOUT LAKE",0.82,98.66,98.72,5
69105,9,"Oregon","UMATILLA",2.48,26.64,93.09,5
69112,10,"Oregon","HASH ROCK",4.43,59.88,90.39,5
69117,5,"Oregon","GLASGOW",18.58,4.15,74.2,5
69120,9,"Oregon","DAVIS LAKE",6.8,33.54,86.48,5
69127,5,"Oregon","SAMS VALLEY",9.61,39.35,81.8,5
69130,9,"Oregon","BLITZEN 2",1.39,85.66,96.46,5
69136,10,"Oregon","SUMMIT PR",4.84,49.08,89.49,5
69139,9,"Oregon","LAPHAM RES.",9.2,56.64,83,5
69142,5,"Oregon","NICOLAI MTN.",12.79,20.97,77.81,5
69147,9,"Oregon","WIZARD FALLS",3.63,66.9,90.47,5
69155,9,"Oregon","MALHEUR NWR",3.83,35.29,89.1,5
69159,5,"Oregon","EMIGRANT LAKE 2",12.44,12.6,78.75,5
69160,9,"Oregon","BLY  II",9.18,22.15,80.67,5
69164,9,"Oregon","ROME",2.27,77.69,94.35,5
69201,5,"Oregon","TRASK SUMMIT",10.15,17.44,77.27,5
69202,5,"Oregon","CANBY",10.5,5.96,81.5,5
69203,9,"Oregon","BADGER CREEK",8.46,48.77,82.32,5
69204,9,"Oregon","MIKKALO",2.71,42.79,91.14,5
69205,9,"Oregon","CECIL",2.08,39.33,92.45,5
69206,10,"Oregon","HOWARD MDWS.",3.28,83.03,93.43,5
69207,10,"Oregon","TROY",5.51,72.51,90.84,5
69208,10,"Oregon","HELLS CANYON",6.91,46.5,85.65,5
69209,5,"Oregon","WALDPORT",11.58,17.29,75.56,5
69210,5,"Oregon","BLUE RIVER",3.6,81.25,92.22,5
69211,10,"Oregon","MADRAS",3.17,36.81,91.67,5
69212,10,"Oregon","OCHOCO",5.22,71.58,90.08,5
69213,10,"Oregon","BARNHOUSE",4.07,70.08,92.3,5
69214,10,"Oregon","UNITY",3.31,58.23,93.16,5
69215,10,"Oregon","NEWBRIDGE",4.16,51.03,92.24,5
69217,5,"Oregon","COQUILLE",13.84,11.02,78.66,5
69218,5,"Oregon","GREEN",13.8,20.53,78.05,5
69219,5,"Oregon","WARNER MTN.",3.78,78.56,91.59,5
69220,9,"Oregon","BALD MTN.",6.06,60.1,85.91,5
69221,9,"Oregon","GREEN MTN.",0.55,84.75,97.21,5
69222,9,"Oregon","HARNEY LAKE",2.62,52.04,94.39,5
69223,9,"Oregon","CRANE",2.22,67.19,92.94,5
69224,9,"Oregon","QUARTZ MTN.",1.8,81.48,95.18,5
69225,5,"Oregon","MYRTLE GROVE",6.53,76.19,87.87,5
69226,5,"Oregon","RUCH",9.51,61.78,84.64,5
69227,5,"Oregon","WHISKEY SPG.",2.45,85.73,95.09,5
69228,9,"Oregon","MERRILL",7.39,5.5,82.89,5
69229,9,"Oregon","PICTURE FLAT",6.61,55.95,87.31,5
69230,9,"Oregon","WARNER VALLY",3.76,54.19,92.35,5
69231,9,"Oregon","CATLOW RIM",2.29,44.82,95.05,5
69232,9,"Oregon","BOWDEN HILLS",2.46,68.9,93.42,5
69233,5,"Oregon","MCMINNVILLE",11.88,6.65,81.3,5
69234,10,"Oregon","BLACK MTN.",8.33,73,87.28,5
69235,10,"Oregon","EAGLE CREEK",5.35,74.16,91.76,5
69236,5,"Oregon","KLICKITAT MT",10.06,22.58,76.27,5
69237,5,"Oregon","SALEM",13.4,8.71,80.15,5
69238,9,"Oregon","SISTERS",4.61,45.57,91.31,5
69239,10,"Oregon","DONNYBROOK",0.99,92.43,98.12,5
69240,10,"Oregon","MONUMENT",4.46,43.61,90.54,5
69241,10,"Oregon","DESOLATION",3.22,84.45,93.67,5
69242,10,"Oregon","MALHEUR RES.",1.48,56.89,96.67,5
69243,5,"Oregon","LORANE",11.27,17.88,77.29,5
69244,5,"Oregon","FISH LAKE",3.21,86.32,93.48,5
69245,9,"Oregon","PAUNINA",5.76,61.63,86.61,5
69246,9,"Oregon","CROOKED RIV.",1.03,83.15,98.09,5
69247,10,"Oregon","DONNELLY",4.47,48.02,90.55,5
69248,10,"Oregon","SILVIES",3.67,68.28,92.6,5
69249,9,"Oregon","SHEAVILLE",1.96,90.01,96.6,5
69250,5,"Oregon","SELMA",9.85,53.06,82.83,5
69251,5,"Oregon","PROSPECT",5.9,22.65,86.34,5
69252,9,"Oregon","CHINCHALO",4.31,57.18,91.96,5
69253,9,"Oregon","LAKEVIEW",6.49,37.35,87.06,5
69254,9,"Oregon","FLOOK LAKE",0.73,96.3,98.67,5
69255,9,"Oregon","TROUT CREEK",2.23,82.63,95.3,5
69256,9,"Oregon","THREE FORKS",2.03,87.43,95.94,5
69309,5,"Oregon","HARLAN",11.46,17.2,75.65,5
69334,10,"Oregon","KAMELA",7.23,30.45,85.54,5
69336,5,"Oregon","FISHER",10.72,23.66,75.23,5
69339,10,"Oregon","TWICKENHAM",1.44,91.9,97.16,5
69409,5,"Oregon","HARLAN 2",11.93,13.49,74.84,5
69436,5,"Oregon","FISHER 2",11.28,20.35,74.4,5
69900,5,"Oregon","SANDY RIVER",23.01,14.96,71.95,5
69901,5,"Oregon","MOLALLA",4.69,79.27,91.04,5
69902,5,"Oregon","RILEY PEAK",6.58,59.57,83.26,5
69903,5,"Oregon","SANTIAM",7.16,61.38,87.62,5
69904,5,"Oregon","SCAPPOOSE",15.39,4.38,77.02,5
69905,9,"Oregon","ZUMWALT",6.27,54.17,83.65,5
69906,5,"Oregon","BULL RUN",7.41,72.78,89.48,5
72001,13,"Pennsylvania","SLIPPERY RK",11.27,5.83,78.67,5
72002,13,"Pennsylvania","ESPYVILLE",11.31,8.72,81.74,5
72003,13,"Pennsylvania","CLOVER",13.43,4.5,74.64,5
72004,13,"Pennsylvania","HARMONSBURG",12.69,5.67,78.44,5
72005,13,"Pennsylvania","FERRIS CRNRS",14.38,11.37,80.19,5
72006,28,"Pennsylvania","WHIG HILL",11.21,15.68,80.96,5
72007,13,"Pennsylvania","AKELEY",13.93,18.02,79.91,5
72008,13,"Pennsylvania","TEEPLEVILLE",11.33,16.93,80.98,5
72009,28,"Pennsylvania","SIGEL",12.13,12.71,76.83,5
72010,28,"Pennsylvania","LYNCH",12.79,42.16,78.97,5
72011,28,"Pennsylvania","N WASHINGTON",9.7,22.14,80.4,5
72012,28,"Pennsylvania","N PINE GROVE",12.08,24.25,79.55,5
72013,28,"Pennsylvania","POTTERSDALE",11.69,30.86,80.26,5
72014,28,"Pennsylvania","ODIN",9.1,72.22,85.84,5
72015,28,"Pennsylvania","BETULA",11.72,24.63,82.55,5
72016,28,"Pennsylvania","RUSSELL CITY",13.64,30.32,78.08,5
72017,28,"Pennsylvania","RIDGWAY",14.95,16.93,78.28,5
72018,28,"Pennsylvania","ELDRED",10.92,41.7,84.94,5
72019,28,"Pennsylvania","RASSELAS",16.19,21.76,77.82,5
72020,28,"Pennsylvania","ROULETTE",11.52,48.96,83.17,5
72021,28,"Pennsylvania","RAMSEY",11.78,9.12,78.85,5
72022,28,"Pennsylvania","ARNOT",10.41,27.08,82.66,5
72023,28,"Pennsylvania","LOGUE",9.16,49.71,83.69,5
72024,28,"Pennsylvania","LITTLE MARSH",11.02,30.35,81.24,5
72025,28,"Pennsylvania","ROSECRANS",8.93,21.07,81.95,5
72026,28,"Pennsylvania","ENGLISH CTR",8.05,11.14,82.69,5
72027,28,"Pennsylvania","RAVENSBURG",9.58,11.66,81.06,5
72028,28,"Pennsylvania","CHERRY SPRS",6.39,67.58,85.61,5
72029,28,"Pennsylvania","MAWR GLEN",10.7,15.25,81.08,5
72030,28,"Pennsylvania","AUSTINVILLE",11.93,8.42,78.93,5
72031,28,"Pennsylvania","RUSH",15.41,3.18,74.23,5
72032,28,"Pennsylvania","RALSTON",9.61,55.8,84.25,5
72033,28,"Pennsylvania","BOW BRIDGE",14.42,4.14,75.08,5
72034,28,"Pennsylvania","MARSH HILL",9.46,16.16,81.81,5
72035,28,"Pennsylvania","WALLER",16.8,5.33,72.91,5
72036,28,"Pennsylvania","MILLVILLE",13.61,4.92,76.9,5
72037,28,"Pennsylvania","POCONO SUMIT",7.92,40.74,86,5
72038,28,"Pennsylvania","HOP BOTTOM",18.46,2.11,72.73,5
72039,28,"Pennsylvania","HONESDALE",13.13,27.08,78.92,5
72040,28,"Pennsylvania","STARLIGHT",12.98,42.75,80.93,5
72041,28,"Pennsylvania","GREENTOWN",11.16,26.22,82.45,5
72042,28,"Pennsylvania","CANADENSIS",10.66,39.44,83.89,5
72043,28,"Pennsylvania","SUSQUEHANNA",12.16,49.63,81.32,5
72044,28,"Pennsylvania","POYNTELLE",12.06,39.01,82.11,5
72045,28,"Pennsylvania","PORTERSVILLE",11.43,4.58,79,5
72046,13,"Pennsylvania","BEAVER",12.68,4.86,77.56,5
72047,28,"Pennsylvania","DUVALL",5.9,30.39,82.58,5
72048,28,"Pennsylvania","PLESANT GROV",10.53,4.24,77.5,5
72049,28,"Pennsylvania","PARKWOOD",9.04,20.42,81.3,5
72050,28,"Pennsylvania","KITTANNING",9.4,21.61,79.82,5
72051,28,"Pennsylvania","SARDIS",16.6,5.39,75.56,5
72052,28,"Pennsylvania","WAKENA",8.16,17.7,82.72,5
72053,28,"Pennsylvania","KAYLOR",11.06,18.65,79.52,5
72054,28,"Pennsylvania","SHELOCTA",8.29,13.46,82.23,5
72055,28,"Pennsylvania","RECTOR",6.82,13.68,83.87,5
72056,28,"Pennsylvania","MARGARET",7.76,12.31,81.98,5
72057,28,"Pennsylvania","VIRGINIA",7.79,15.81,84.12,5
72058,28,"Pennsylvania","PATTON",9.06,13.55,80.44,5
72059,28,"Pennsylvania","MARTINSBURG",6.48,14.39,86.12,5
72060,28,"Pennsylvania","MUNSON",11.51,18.39,79.17,5
72061,28,"Pennsylvania","WILLIAMSBURG",7.76,15.4,84.67,5
72062,28,"Pennsylvania","GEESEYTOWN",6.9,14.76,85.41,5
72063,28,"Pennsylvania","BALD EAGLE",7.35,19.13,85.72,5
72064,28,"Pennsylvania","WATERSTREET",7.46,15.4,83.96,5
72065,28,"Pennsylvania","DOUBLING GAP",8.56,13.54,81.42,5
72066,28,"Pennsylvania","RYDE",6.94,21.61,82.77,5
72067,28,"Pennsylvania","ST COLLEGE",9.6,28.4,81.08,5
72068,28,"Pennsylvania","PERU MILLS",7.15,17.03,85.16,5
72069,28,"Pennsylvania","NAGINEY",10.14,24.32,78.47,5
72070,28,"Pennsylvania","CLEAR SPRING",11.08,20.87,81.36,5
72071,28,"Pennsylvania","PINE GR MILL",8.75,18.58,83.28,5
72072,28,"Pennsylvania","MIFFLINTOWN",10.57,10.25,77.05,5
72073,28,"Pennsylvania","PETERS MT",9.39,10.19,79.43,5
72074,29,"Pennsylvania","SPORTING HIL",18.38,2.73,73.81,5
72075,29,"Pennsylvania","EPHRATA",21.13,4.23,70.48,5
72076,28,"Pennsylvania","MIDDLETOWN",17.84,2.49,73.32,5
72077,29,"Pennsylvania","MT GRETNA",15.83,4.19,76.32,5
72078,28,"Pennsylvania","BRUNNERVILLE",14.14,6.91,75.46,5
72079,28,"Pennsylvania","CARSONVILLE",7.87,24.09,80.68,5
72080,28,"Pennsylvania","SCHEAFFERSTN",10.5,6.02,78.55,5
72081,28,"Pennsylvania","QUAKERTOWN",18.77,21.51,75.24,5
72082,29,"Pennsylvania","POTTSTOWN",27.37,2.43,67.63,5
72083,28,"Pennsylvania","HOMETOWN",12,9.59,78.98,5
72084,29,"Pennsylvania","COLLEGEVILLE",25.93,8.4,66.86,5
72085,28,"Pennsylvania","NEW RINGGOLD",9.9,18.5,82.5,5
72086,28,"Pennsylvania","CLEARFIELD",13.45,6.15,78.65,5
72087,28,"Pennsylvania","DREHERSVILLE",11.11,11.37,76.85,5
72088,28,"Pennsylvania","JEFFERSON",6.26,17.87,83.63,5
